vendor ID,vendor name,category,subcategory,strategy,refinery,additional comments,owner name
V00655,Dräger Safety,Analytical Instruments,pH Meters,Sustainability and green procurement focus,Port Arthur Refinery,Preference for suppliers with local service centers.,Aisha Patel
V00656,Mettler-Toledo,Signal Conditioning,Amplifiers,Life-cycle cost evaluation and optimization,Baton Rouge Refinery,Vendor to assist with installation and commissioning.,Lena Müller
V00657,Endress+Hauser Group,Vibration Measurement Instruments,Portable Vibrometers,Sustainability and green procurement focus,Baton Rouge Refinery,Vendor to assist with installation and commissioning.,Aisha Patel
V00658,Omega Engineering,Analytical Instruments,Spectrophotometers,Framework agreement for multi-site supply,Whiting Refinery,Consider energy efficiency and sustainability in selection.,Carlos Fernandez
V00659,VEGA Grieshaber,Test & Measurement Equipment,Oscilloscopes,Spend analysis and cost optimization,Whiting Refinery,Equipment is subject to harsh conditions; require rugged design.,Lena Müller
V00660,Honeywell International,Analytical Instruments,pH Meters,Bulk purchasing for volume discounts,Baytown Refinery,Equipment is subject to harsh conditions; require rugged design.,Lena Müller
V00661,Yokogawa Electric Corporation,Pressure Instruments,Pressure Gauges,Supplier development and collaboration,Baytown Refinery,Select based on life-cycle cost rather than upfront price.,Carlos Fernandez
V00662,Schneider Electric,Analytical Instruments,pH Meters,Consignment stock and vendor-managed inventory,Baytown Refinery,Include remote monitoring capabilities and IoT integration.,Carlos Fernandez
V00663,Endress+Hauser Group,Signal Conditioning,Transmitters,Framework agreement for multi-site supply,Port Arthur Refinery,Select based on life-cycle cost rather than upfront price.,Aisha Patel
V00664,Valmet,Analytical Instruments,Spectrophotometers,Life-cycle cost evaluation and optimization,Martinez Refinery,Select based on life-cycle cost rather than upfront price.,Lena Müller
V00665,Yokogawa Corporation of America,Analytical Instruments,pH Meters,On-site vendor support and training,Baton Rouge Refinery,Requires high accuracy; consider upgrading to digital models.,Megan Chen
V00666,"Siemens Industry, Inc.",Signal Conditioning,Amplifiers,On-site vendor support and training,Port Arthur Refinery,Preference for suppliers with local service centers.,Megan Chen
V00667,Dräger Safety,Test & Measurement Equipment,Function Generators,On-site vendor support and training,Baytown Refinery,Equipment is subject to harsh conditions; require rugged design.,Rahul Iyer
V00668,Endress+Hauser,Signal Conditioning,Signal Converters,Life-cycle cost evaluation and optimization,Baton Rouge Refinery,Ensure compatibility with existing control system infrastructure.,Lena Müller
V00669,KROHNE,Signal Conditioning,Filters,Standardization and bundling of similar items,Baytown Refinery,Include remote monitoring capabilities and IoT integration.,Carlos Fernandez
V00670,"Siemens Industry, Inc.",Pressure Instruments,Pressure Transmitters,Consignment stock and vendor-managed inventory,Whiting Refinery,Vendor provides robust after-sales support and technical training.,Carlos Fernandez
V00671,WIKA Instrument,Level Instruments,Ultrasonic Level Sensors,Framework agreement for multi-site supply,Whiting Refinery,Part of plant modernization project; coordinate with engineering.,Aisha Patel
V00672,Siemens AG,Test & Measurement Equipment,Digital Multimeters,On-site vendor support and training,Whiting Refinery,Compliance with API and ASTM standards is mandatory.,Lena Müller
V00673,Honeywell International,Flow Instruments,Magnetic Flow Meters,Dual sourcing with local backup vendor,Port Arthur Refinery,High criticality; maintain redundancy and spare parts inventory.,Carlos Fernandez
V00674,VEGA Grieshaber,Control Valves,Needle Valves,Sustainability and green procurement focus,Baytown Refinery,Maintain alignment with corporate purchasing agreements.,Aisha Patel
V00675,Emerson Electric Co.,Pressure Instruments,Pressure Switches,Bulk purchasing for volume discounts,Martinez Refinery,Equipment is subject to harsh conditions; require rugged design.,Aisha Patel
V00676,VEGA Grieshaber,Flow Instruments,Mass Flow Meters,Consignment stock and vendor-managed inventory,Baton Rouge Refinery,Maintain alignment with corporate purchasing agreements.,Aisha Patel
V00677,Schneider Electric,Safety Instruments,Fire & Gas Detectors,Dual sourcing with local backup vendor,Whiting Refinery,Select based on life-cycle cost rather than upfront price.,Lena Müller
V00678,Keysight Technologies,Test & Measurement Equipment,Function Generators,Standardization and bundling of similar items,Baton Rouge Refinery,Vendor provides robust after-sales support and technical training.,Rahul Iyer
V00679,ABB Ltd.,Level Instruments,Radar Level Sensors,Framework agreement for multi-site supply,Port Arthur Refinery,Ensure compatibility with existing control system infrastructure.,Rahul Iyer
V00680,"Siemens Industry, Inc.",Pressure Instruments,Pressure Switches,Leveraging spend for volume discounts,Port Arthur Refinery,Include remote monitoring capabilities and IoT integration.,Lena Müller
V00681,Valmet,Pressure Instruments,Differential Pressure Transmitters,Risk mitigation through multi-year contracts,Baytown Refinery,Equipment is subject to harsh conditions; require rugged design.,Megan Chen
V00682,National Instruments,Pressure Instruments,Pressure Gauges,Leveraging spend for volume discounts,Baytown Refinery,Maintain alignment with corporate purchasing agreements.,Rahul Iyer
V00683,Emerson Electric Co.,Signal Conditioning,Amplifiers,Framework agreement for multi-site supply,Port Arthur Refinery,Equipment is subject to harsh conditions; require rugged design.,Lena Müller
V00684,Yokogawa Electric Corporation,Temperature Instruments,Thermistors,Life-cycle cost evaluation and optimization,Port Arthur Refinery,Maintain alignment with corporate purchasing agreements.,Rahul Iyer
V00685,Schneider Electric,Vibration Measurement Instruments,Portable Vibrometers,Risk mitigation through multi-year contracts,Baton Rouge Refinery,Long lead times expected; maintain minimum stock levels.,Lena Müller
V00686,Bruker Corporation,Temperature Instruments,Thermocouples,Performance-based maintenance contract,Baytown Refinery,Equipment is subject to harsh conditions; require rugged design.,Aisha Patel
V00687,Mettler-Toledo,Pressure Instruments,Pressure Gauges,On-site vendor support and training,Whiting Refinery,Ensure compatibility with existing control system infrastructure.,Rahul Iyer
V00688,KROHNE,Signal Conditioning,Amplifiers,Consignment stock and vendor-managed inventory,Baton Rouge Refinery,High criticality; maintain redundancy and spare parts inventory.,Carlos Fernandez
V00689,Bruker Corporation,Control Valves,Globe Valves,Bulk purchasing for volume discounts,Baton Rouge Refinery,Consider energy efficiency and sustainability in selection.,Lena Müller
V00690,Hach Company,Flow Instruments,Turbine Flow Meters,Spend analysis and cost optimization,Martinez Refinery,Part of plant modernization project; coordinate with engineering.,Lena Müller
V00691,Fisher Controls (Emerson),Safety Instruments,Safety Valves,Life-cycle cost evaluation and optimization,Baton Rouge Refinery,Vendor to assist with installation and commissioning.,Rahul Iyer
V00692,Hach Company,Test & Measurement Equipment,Oscilloscopes,Performance-based maintenance contract,Whiting Refinery,Equipment is subject to harsh conditions; require rugged design.,Carlos Fernandez
V00693,General Electric (GE),Control Valves,Needle Valves,On-site vendor support and training,Martinez Refinery,Compliance with API and ASTM standards is mandatory.,Carlos Fernandez
V00694,Yokogawa Corporation of America,Signal Conditioning,Filters,Standardization and bundling of similar items,Baytown Refinery,Include remote monitoring capabilities and IoT integration.,Lena Müller
V00695,Dräger Safety,Temperature Instruments,Infrared Sensors,Technology upgrade and digitalization program,Port Arthur Refinery,Consider energy efficiency and sustainability in selection.,Megan Chen
V00696,Omega Engineering,Vibration Measurement Instruments,Vibration Sensors,Consignment stock and vendor-managed inventory,Baytown Refinery,Requires high accuracy; consider upgrading to digital models.,Megan Chen
V00697,Schneider Electric,Flow Instruments,Mass Flow Meters,Risk mitigation through multi-year contracts,Port Arthur Refinery,Include remote monitoring capabilities and IoT integration.,Lena Müller
V00698,Yokogawa Corporation,Signal Conditioning,Filters,Spend analysis and cost optimization,Baytown Refinery,Select based on life-cycle cost rather than upfront price.,Rahul Iyer
V00699,Hach Company,Level Instruments,Ultrasonic Level Sensors,Standardization and bundling of similar items,Martinez Refinery,Part of plant modernization project; coordinate with engineering.,Megan Chen
V00700,Fisher Controls (Emerson),Control Valves,Needle Valves,Standardization and bundling of similar items,Baton Rouge Refinery,Part of plant modernization project; coordinate with engineering.,Aisha Patel
V00701,Fisher Controls (Emerson),Flow Instruments,Mass Flow Meters,Technology upgrade and digitalization program,Whiting Refinery,Vendor to assist with installation and commissioning.,Lena Müller
V00702,Kistler Group,Temperature Instruments,Thermocouples,Leveraging spend for volume discounts,Port Arthur Refinery,Maintain alignment with corporate purchasing agreements.,Megan Chen
V00703,Fluke Corporation,Control Valves,Globe Valves,Spend analysis and cost optimization,Baytown Refinery,Compliance with API and ASTM standards is mandatory.,Carlos Fernandez
V00704,National Instruments,Flow Instruments,Magnetic Flow Meters,Supplier development and collaboration,Whiting Refinery,Maintain alignment with corporate purchasing agreements.,Rahul Iyer
V00705,National Instruments,Control Valves,Butterfly Valves,Consignment stock and vendor-managed inventory,Whiting Refinery,Requires high accuracy; consider upgrading to digital models.,Carlos Fernandez
V00706,Emerson Electric Co.,Control Valves,Needle Valves,Leveraging spend for volume discounts,Baytown Refinery,Critical for process safety; ensure regular calibration.,Aisha Patel
V00707,ABB Ltd.,Temperature Instruments,Thermocouples,Standardization and bundling of similar items,Martinez Refinery,High criticality; maintain redundancy and spare parts inventory.,Rahul Iyer
V00708,Schneider Electric,Flow Instruments,Mass Flow Meters,Long-term partnership with global supplier,Baton Rouge Refinery,Requires high accuracy; consider upgrading to digital models.,Carlos Fernandez
V00709,Endress+Hauser Group,Vibration Measurement Instruments,Accelerometers,Leveraging spend for volume discounts,Martinez Refinery,Select based on life-cycle cost rather than upfront price.,Megan Chen
V00710,Valmet,Test & Measurement Equipment,Digital Multimeters,Sustainability and green procurement focus,Baton Rouge Refinery,Equipment is subject to harsh conditions; require rugged design.,Megan Chen
V00711,Siemens AG,Pressure Instruments,Pressure Transmitters,Performance-based maintenance contract,Baytown Refinery,Compliance with API and ASTM standards is mandatory.,Megan Chen
V00712,Schneider Electric,Temperature Instruments,Thermistors,Spend analysis and cost optimization,Port Arthur Refinery,Preference for suppliers with local service centers.,Megan Chen
